2011 UT20 ,OR , 16651 ,   600 , 21 52 57.09 -19 30 18.68 , 0 0 0.14   0 0 2.15 , 19.025 , 22.035035904500305
2006 SU131 ,OR , 13922 ,   409 , 23 47 7.0 -27 22 39.58 , 0 0 0.09   0 0 1.35 , 19.697 , 22.12113751626007
2004 AF ,OR ,  9889 ,   784 , 10 51 47.01 -3 21 31.28 , 0 0 0.01   0 0 0.19 , 19.681 , 22.083683487038268
2004 AF ,OR , 15082 ,   137 , 16 21 11.26 -58 43 32.77 , 0 0 0.05   0 0 0.7 , 16.326 , 21.843826579239625
2001 FD58 , I , 15389 ,   716 , 12 20 24.34 -8 42 59.76 , 0 0 0.02   0 0 0.31 , 18.761 , 20.656173420760375
2002 GO5 ,OR , 14590 ,   824 , 12 18 36.67 1 15 37.08 , 0 0 0.02   0 0 0.23 , 19.297 , 22.0
1995 SA ,OR , 14189 ,   843 , 6 32 35.61 0 41 44.81 , 0 0 0.04   0 0 0.63 , 17.815 , 22.0
1992 FE ,OR , 12550 ,   859 , 23 57 40.69 0 7 50.27 , 0 0 0.04   0 0 0.54 , 18.977 , 22.249465443631504
1992 FE , J , 12752 ,   894 , 11 39 9.74 0 0 15.8 , 0 0 0.01   0 0 0.21 , 19.913 , 23.629754651194947
1992 FE ,OR , 14841 ,   850 , 8 59 36.61 -1 58 40.01 , 0 0 0.07   0 0 1.06 , 15.937 , 22.083683487038268
1949 MA , I , 14442 ,   240 , 23 43 50.18 -52 16 27.05 , 0 0 0.02   0 0 0.28 , 17.634 , 20.5
1949 MA ,OR , 15690 ,   231 , 19 13 37.07 -47 39 58.61 , 0 0 0.01   0 0 0.16 , 18.908 , 21.95276429888825
1996 EO ,OR , 16740 ,   102 , 18 0 54.9 -63 53 17.63 , 0 0 0.07   0 0 1.0 , 19.738 , 22.104975161161743
2003 UC20 , I , 14270 ,   860 , 0 16 32.13 2 22 52.1 , 0 0 0.01   0 0 0.08 , 19.75 , 20.5
2003 UC20 ,OR , 14590 ,   824 , 12 22 46.03 -2 45 19.22 , 0 0 0.01   0 0 0.18 , 18.953 , 22.0
2006 SU19 ,OR , 15065 ,   593 , 19 14 43.31 -19 8 24.29 , 0 0 0.1   0 0 1.43 , 19.529 , 21.843826579239625
2004 VC ,OR , 15232 ,   199 , 3 15 4.6 -49 29 44.52 , 0 0 0.07   0 0 1.05 , 17.863 , 22.043452632824014
2003 CC , I , 15049 ,   802 , 16 59 37.36 -3 27 33.62 , 0 0 0.26   0 0 3.93 , 16.221 , 20.36743325944009
1998 UT18 ,OR , 13079 ,   872 , 16 17 57.73 1 15 41.26 , 0 0 0.01   0 0 0.16 , 19.11 , 22.043452632824014
1998 UT18 ,OR , 15822 ,   694 , 5 3 29.09 -7 11 4.06 , 0 0 0.01   0 0 0.18 , 18.249 , 22.0
1994 XL1 ,OR , 16444 ,   767 , 5 18 17.87 -2 59 22.38 , 0 0 0.07   0 0 1.06 , 14.962 , 22.12113751626007
2001 KZ66 , J ,  5576 ,   562 , 8 16 50.62 -20 39 26.64 , 0 0 0.01   0 0 0.2 , 17.918 , 23.5
2001 KZ66 ,OR , 12542 ,   647 , 13 16 17.97 -16 6 27.68 , 0 0 0.01   0 0 0.16 , 18.651 , 22.277310937020445
